TStamp Europe/Helsinki	X [m/s²]	Y [m/s²]	Z [m/s²]
1570546492955	1,588677	2,392823	-9,634650
1570546492960	1,549451	2,392823	-9,556944
1570546492965	1,627904	2,392823	-9,479248
1570546492970	1,667130	2,510502	-9,479248
1570546492975	1,706357	2,510502	-9,440394
1570546492980	1,706357	2,432049	-9,401551
1570546492985	1,706357	2,392823	-9,401551
1570546492990	1,745584	2,471276	-9,401551
1570546492995	1,667130	2,549729	-9,401551
1570546493000	1,667130	2,471276	-9,518092
1570546493005	1,706357	2,549729	-9,479248
1570546493010	1,627904	2,471276	-9,518092
1570546493015	1,667130	2,392823	-9,479248
1570546493020	1,627904	2,471276	-9,518092
1570546493025	1,627904	2,432049	-9,518092
1570546493030	1,667130	2,392823	-9,518092
1570546493035	1,627904	2,314369	-9,595808
1570546493039	1,627904	2,353596	-9,595808
1570546493044	1,627904	2,353596	-9,518092
1570546493049	1,667130	2,314369	-9,440394
1570546493054	1,667130	2,392823	-9,440394
1570546493059	1,549451	2,353596	-9,440394
1570546493064	1,627904	2,314369	-9,556944
1570546493069	1,667130	2,275143	-9,479248
1570546493074	1,745584	2,314369	-9,440394
1570546493079	1,667130	2,353596	-9,401551
1570546493084	1,667130	2,392823	-9,479248
1570546493089	1,667130	2,392823	-9,518092
1570546493094	1,627904	2,314369	-9,479248
1570546493099	1,549451	2,353596	-9,479248
1570546493104	1,549451	2,353596	-9,479248
1570546493109	1,706357	2,392823	-9,440394
1570546493114	1,706357	2,549729	-9,401551
1570546493119	1,745584	2,392823	-9,479248
1570546493124	1,627904	2,510502	-9,479248
1570546493129	1,667130	2,510502	-9,479248
1570546493134	1,588677	2,353596	-9,401551
1570546493139	1,667130	2,392823	-9,440394
1570546493144	1,627904	2,353596	-9,518092
1570546493149	1,706357	2,275143	-9,556944
1570546493154	1,706357	2,275143	-9,556944
1570546493159	1,706357	2,275143	-9,518092
1570546493164	1,784810	2,275143	-9,595808
1570546493169	1,706357	2,235916	-9,556944
1570546493173	1,667130	2,392823	-9,401551
1570546493178	1,667130	2,432049	-9,323854
1570546493183	1,667130	2,471276	-9,362699
1570546493188	1,667130	2,471276	-9,440394
1570546493193	1,667130	2,392823	-9,479248
1570546493198	1,706357	2,314369	-9,401551
1570546493203	1,588677	2,314369	-9,401551
1570546493208	1,549451	2,392823	-9,440394
1570546493213	1,627904	2,471276	-9,440394
1570546493218	1,706357	2,392823	-9,440394
1570546493223	1,902490	2,510502	-9,518092
1570546493228	1,863264	2,471276	-9,479248
1570546493233	1,745584	2,314369	-9,440394
1570546493238	1,667130	2,353596	-9,362699
1570546493243	1,667130	2,353596	-9,362699
1570546493248	1,745584	2,353596	-9,440394
1570546493253	1,745584	2,392823	-9,401551
1570546493258	1,627904	2,510502	-9,401551
1570546493263	1,627904	2,471276	-9,440394
1570546493268	1,667130	2,432049	-9,401551
1570546493273	1,706357	2,471276	-9,440394
1570546493278	1,745584	2,432049	-9,479248
1570546493283	1,706357	2,392823	-9,518092
1570546493288	1,627904	2,432049	-9,518092
1570546493293	1,706357	2,314369	-9,556944
1570546493298	1,706357	2,275143	-9,556944
1570546493303	1,706357	2,392823	-9,556944
1570546493307	1,667130	2,353596	-9,556944
1570546493312	1,667130	2,392823	-9,479248
1570546493317	1,745584	2,353596	-9,518092
1570546493322	1,667130	2,392823	-9,518092
1570546493327	1,588677	2,432049	-9,440394
1570546493332	1,627904	2,432049	-9,556944
1570546493337	1,745584	2,471276	-9,440394
1570546493342	1,706357	2,471276	-9,362699
1570546493347	1,784810	2,392823	-9,401551
1570546493352	1,706357	2,432049	-9,479248
1570546493357	1,706357	2,314369	-9,440394
1570546493362	1,745584	2,432049	-9,595808
1570546493367	1,667130	2,471276	-9,556944
1570546493372	1,627904	2,392823	-9,479248
1570546493377	1,667130	2,432049	-9,440394
1570546493382	1,706357	2,471276	-9,518092
1570546493387	1,667130	2,432049	-9,518092
1570546493392	1,706357	2,353596	-9,518092
1570546493397	1,745584	2,392823	-9,556944
1570546493402	1,627904	2,471276	-9,595808
1570546493407	1,667130	2,471276	-9,634650
1570546493412	1,627904	2,471276	-9,634650
1570546493417	1,706357	2,392823	-9,479248
1570546493422	1,627904	2,392823	-9,479248
1570546493427	1,667130	2,314369	-9,440394
1570546493432	1,745584	2,392823	-9,479248
1570546493437	1,667130	2,392823	-9,479248
1570546493441	1,667130	2,432049	-9,401551
1570546493446	1,706357	2,392823	-9,479248
1570546493451	1,706357	2,314369	-9,518092
1570546493456	1,745584	2,275143	-9,440394
1570546493461	1,667130	2,432049	-9,556944
1570546493466	1,667130	2,471276	-9,518092
1570546493471	1,706357	2,353596	-9,440394
1570546493476	1,706357	2,353596	-9,323854
1570546493481	1,706357	2,392823	-9,440394
1570546493486	1,588677	2,353596	-9,479248
1570546493491	1,706357	2,314369	-9,401551
1570546493496	1,667130	2,314369	-9,401551
1570546493501	1,588677	2,392823	-9,440394
1570546493506	1,627904	2,353596	-9,518092
1570546493511	1,627904	2,432049	-9,440394
1570546493516	1,627904	2,471276	-9,440394
1570546493521	1,706357	2,432049	-9,479248
1570546493526	1,824037	2,432049	-9,362699
1570546493531	1,784810	2,510502	-9,440394
1570546493536	1,745584	2,392823	-9,479248
1570546493541	1,745584	2,314369	-9,440394
1570546493546	1,667130	2,392823	-9,401551
1570546493551	1,667130	2,588956	-9,518092
1570546493556	1,549451	2,549729	-9,518092
1570546493561	1,627904	2,432049	-9,595808
1570546493566	1,549451	2,392823	-9,479248
1570546493571	1,588677	2,275143	-9,440394
1570546493576	1,627904	2,392823	-9,518092
1570546493580	1,667130	2,432049	-9,440394
1570546493585	1,627904	2,392823	-9,518092
1570546493590	1,588677	2,392823	-9,556944
1570546493595	1,627904	2,471276	-9,595808
1570546493600	1,588677	2,510502	-9,595808
1570546493605	1,667130	2,510502	-9,556944
1570546493610	1,667130	2,353596	-9,518092
1570546493615	1,706357	2,432049	-9,556944
1570546493620	1,667130	2,432049	-9,518092
1570546493625	1,627904	2,471276	-9,440394
1570546493630	1,667130	2,471276	-9,518092
1570546493635	1,706357	2,471276	-9,479248
1570546493640	1,588677	2,471276	-9,401551
1570546493645	1,627904	2,471276	-9,479248
1570546493650	1,745584	2,392823	-9,440394
1570546493655	1,627904	2,510502	-9,440394
1570546493660	1,588677	2,510502	-9,479248
1570546493665	1,667130	2,471276	-9,556944
1570546493670	1,588677	2,314369	-9,556944
1570546493675	1,549451	2,275143	-9,518092
1570546493680	1,588677	2,196690	-9,479248
1570546493685	1,667130	2,314369	-9,362699
1570546493690	1,667130	2,392823	-9,401551
1570546493695	1,667130	2,353596	-9,479248
1570546493700	1,627904	2,275143	-9,440394
1570546493705	1,549451	2,353596	-9,440394
1570546493710	1,588677	2,314369	-9,595808
1570546493714	1,706357	2,275143	-9,556944
1570546493719	1,627904	2,353596	-9,634650
1570546493724	1,627904	2,314369	-9,518092
1570546493729	1,627904	2,353596	-9,518092
1570546493734	1,627904	2,432049	-9,556944
1570546493739	1,784810	2,471276	-9,556944
1570546493744	1,824037	2,510502	-9,556944
1570546493749	1,706357	2,432049	-9,595808
1570546493754	1,706357	2,432049	-9,556944
1570546493759	1,627904	2,353596	-9,440394
1570546493764	1,627904	2,392823	-9,479248
1570546493769	1,706357	2,471276	-9,362699
1570546493774	1,627904	2,432049	-9,479248
1570546493779	1,627904	1,804424	-9,518092
1570546493784	1,667130	2,392823	-9,518092
1570546493789	1,706357	2,432049	-9,595808
1570546493794	1,667130	2,353596	-9,440394
1570546493799	1,588677	2,275143	-9,401551
1570546493804	1,588677	2,157463	-9,440394
1570546493809	1,627904	2,314369	-9,401551
1570546493814	1,745584	2,392823	-9,401551
1570546493819	1,667130	2,471276	-9,401551
1570546493824	1,706357	2,510502	-9,479248
1570546493829	1,745584	2,392823	-9,518092
1570546493834	1,667130	2,432049	-9,595808
1570546493839	1,667130	2,353596	-9,440394
1570546493844	1,627904	2,314369	-9,479248
1570546493848	1,627904	2,353596	-9,518092
1570546493853	1,627904	2,353596	-9,401551
1570546493858	1,706357	2,353596	-9,479248
1570546493863	1,784810	2,353596	-9,518092
1570546493868	1,667130	2,392823	-9,518092
1570546493873	1,706357	2,392823	-9,479248
1570546493878	1,706357	2,353596	-9,440394
1570546493883	1,745584	2,392823	-9,518092
1570546493888	1,745584	2,392823	-9,595808
1570546493893	1,706357	2,432049	-9,556944
1570546493898	1,745584	2,392823	-9,479248
1570546493903	1,824037	2,353596	-9,479248
1570546493908	1,745584	2,392823	-9,401551
1570546493913	1,667130	2,392823	-9,401551
1570546493918	1,667130	2,392823	-9,518092
1570546493923	1,706357	2,314369	-9,518092
1570546493928	1,745584	2,392823	-9,479248
1570546493933	1,745584	2,549729	-9,479248
1570546493938	1,667130	2,510502	-9,518092
1570546493943	1,667130	2,432049	-9,556944
1570546493948	1,745584	2,392823	-9,634650
1570546493953	1,706357	2,471276	-9,440394
1570546493958	1,745584	2,353596	-9,479248
1570546493963	1,824037	2,275143	-9,401551
1570546493968	1,745584	2,314369	-9,401551
1570546493973	1,667130	2,314369	-9,401551
1570546493978	1,706357	2,314369	-9,440394
1570546493982	1,706357	2,432049	-9,479248
1570546493987	1,588677	2,432049	-9,518092
1570546493992	1,588677	2,432049	-9,440394
1570546493997	1,510224	2,353596	-9,518092
1570546494002	1,627904	2,392823	-9,556944
1570546494007	1,549451	2,392823	-9,479248
1570546494012	1,627904	2,432049	-9,518092
1570546494017	1,588677	2,471276	-9,556944
1570546494022	1,706357	2,471276	-9,479248
1570546494027	1,784810	2,471276	-9,440394
1570546494032	1,706357	2,432049	-9,440394
1570546494037	1,745584	2,471276	-9,518092
1570546494042	1,667130	2,353596	-9,595808
1570546494047	1,627904	2,353596	-9,518092
1570546494052	1,667130	2,314369	-9,595808
1570546494057	1,627904	2,353596	-9,479248
1570546494062	1,667130	2,314369	-9,595808
1570546494067	1,745584	2,432049	-9,634650
1570546494072	1,627904	2,471276	-9,595808
1570546494077	1,549451	2,432049	-9,440394
1570546494082	1,667130	2,392823	-9,440394
1570546494087	1,627904	2,510502	-9,556944
1570546494092	1,667130	2,432049	-9,595808
1570546494097	1,627904	2,392823	-9,479248
1570546494102	1,627904	2,314369	-9,323854
1570546494107	1,627904	2,432049	-9,362699
1570546494112	1,627904	2,432049	-9,479248
1570546494116	1,745584	2,353596	-9,440394
1570546494121	1,745584	2,432049	-9,479248
1570546494126	1,745584	2,432049	-9,595808
1570546494131	1,784810	2,432049	-9,518092
1570546494136	1,706357	2,392823	-9,595808
1570546494141	1,667130	2,392823	-9,595808
1570546494146	1,706357	2,314369	-9,556944
1570546494151	1,627904	2,314369	-9,595808
1570546494156	1,745584	2,392823	-9,518092
1570546494161	1,706357	2,275143	-9,634650
1570546494166	1,706357	2,314369	-9,479248
1570546494171	1,627904	2,392823	-9,518092
1570546494176	1,588677	2,471276	-9,556944
1570546494181	1,627904	2,432049	-9,595808
1570546494186	1,627904	2,432049	-9,556944
1570546494191	1,706357	2,392823	-9,479248
1570546494196	1,627904	2,353596	-9,440394
1570546494201	1,549451	2,471276	-9,440394
1570546494206	1,667130	2,549729	-9,518092
1570546494211	1,627904	2,471276	-9,440394
1570546494216	1,627904	2,549729	-9,440394
1570546494221	1,667130	2,432049	-9,518092
1570546494226	1,549451	2,353596	-9,556944
1570546494231	1,667130	2,353596	-9,440394
1570546494236	1,706357	2,432049	-9,362699
1570546494241	1,706357	2,392823	-9,440394
1570546494246	1,667130	2,471276	-9,518092
1570546494250	1,667130	2,392823	-9,595808
1570546494255	1,627904	2,353596	-9,518092
1570546494260	1,627904	2,314369	-9,518092
1570546494265	1,627904	2,353596	-9,440394
1570546494270	1,549451	2,353596	-9,556944
1570546494275	1,549451	2,275143	-9,479248
1570546494280	1,588677	2,235916	-9,479248
1570546494285	1,627904	2,353596	-9,479248
1570546494290	1,667130	2,314369	-9,440394
1570546494295	1,667130	2,314369	-9,518092
1570546494300	1,627904	2,353596	-9,518092
1570546494305	1,706357	2,314369	-9,440394
1570546494310	1,549451	2,353596	-9,401551
1570546494315	1,588677	2,392823	-9,440394
1570546494320	1,549451	2,549729	-9,440394
1570546494325	1,588677	2,471276	-9,479248
1570546494330	1,627904	2,471276	-9,479248
1570546494335	1,667130	2,510502	-9,440394
1570546494340	1,706357	2,392823	-9,401551
1570546494345	1,745584	2,471276	-9,401551
1570546494350	1,824037	2,471276	-9,401551
1570546494355	1,627904	2,510502	-9,595808
1570546494360	1,667130	2,510502	-9,518092
1570546494365	1,667130	2,471276	-9,518092
1570546494370	1,588677	2,392823	-9,479248
1570546494375	1,706357	2,432049	-9,401551
1570546494380	1,706357	2,353596	-9,401551
1570546494384	1,667130	2,471276	-9,362699
1570546494389	1,745584	2,471276	-9,440394
1570546494394	1,706357	2,432049	-9,595808
1570546494399	1,706357	2,275143	-9,518092
1570546494404	1,784810	2,432049	-9,556944
1570546494409	1,627904	2,392823	-9,595808
1570546494414	1,627904	2,392823	-9,556944
1570546494419	1,627904	2,353596	-9,556944
1570546494424	1,745584	2,353596	-9,595808
1570546494429	1,627904	2,235916	-9,595808
1570546494434	1,667130	2,353596	-9,518092
1570546494439	1,667130	2,353596	-9,634650
1570546494444	1,627904	2,432049	-9,595808
1570546494449	1,667130	2,314369	-9,518092
1570546494454	1,549451	2,314369	-9,556944
1570546494459	1,667130	2,353596	-9,440394
1570546494464	1,627904	2,353596	-9,479248
1570546494469	1,706357	2,471276	-9,440394
1570546494474	1,667130	2,471276	-9,362699
1570546494479	1,667130	2,392823	-9,440394
1570546494484	1,549451	2,471276	-9,479248
1570546494489	1,549451	2,471276	-9,440394
1570546494494	1,588677	2,432049	-9,518092
1570546494499	1,510224	2,392823	-9,595808
1570546494504	1,549451	2,353596	-9,518092
1570546494509	1,588677	2,275143	-9,479248
1570546494514	1,588677	2,353596	-9,440394
1570546494519	1,627904	2,275143	-9,440394
1570546494523	1,588677	2,314369	-9,479248
1570546494528	1,667130	2,471276	-9,595808
1570546494533	1,588677	2,432049	-9,440394
1570546494538	1,627904	2,392823	-9,479248
1570546494543	1,784810	2,432049	-9,401551
1570546494548	1,784810	2,432049	-9,362699
1570546494553	1,706357	2,353596	-9,362699
1570546494558	1,784810	2,314369	-9,401551
1570546494563	1,706357	2,392823	-9,362699
1570546494568	1,667130	2,432049	-9,556944
1570546494573	1,510224	2,432049	-9,518092
1570546494578	1,588677	2,432049	-9,595808
1570546494583	1,706357	2,432049	-9,595808
1570546494588	1,667130	2,353596	-9,479248
1570546494593	1,706357	2,353596	-9,479248
1570546494598	1,667130	2,392823	-9,518092
1570546494603	1,627904	2,471276	-9,401551
1570546494608	1,627904	2,471276	-9,440394
1570546494613	1,745584	2,392823	-9,518092
1570546494618	1,706357	2,353596	-9,518092
1570546494623	1,667130	2,314369	-9,518092
1570546494628	1,667130	2,353596	-9,479248
1570546494633	1,706357	2,392823	-9,479248
1570546494638	1,667130	2,432049	-9,440394
1570546494643	1,706357	2,510502	-9,440394
1570546494648	1,784810	2,392823	-9,479248
1570546494653	1,667130	2,392823	-9,440394
1570546494657	1,706357	2,432049	-9,556944
1570546494662	1,824037	2,353596	-9,479248
1570546494667	1,745584	2,314369	-9,479248
1570546494672	1,706357	2,314369	-9,518092
1570546494677	1,706357	2,392823	-9,595808
1570546494682	1,706357	2,392823	-9,556944
1570546494687	1,745584	2,471276	-9,518092
1570546494692	1,667130	2,549729	-9,595808
1570546494697	1,745584	2,510502	-9,440394
1570546494702	1,706357	2,471276	-9,518092
1570546494707	1,706357	2,471276	-9,556944
1570546494712	1,667130	2,392823	-9,440394
1570546494717	1,745584	2,471276	-9,518092
1570546494722	1,706357	2,510502	-9,479248
1570546494727	1,667130	2,392823	-9,479248
1570546494732	1,627904	2,432049	-9,440394
1570546494737	1,706357	2,353596	-9,518092
1570546494742	1,706357	2,353596	-9,556944
1570546494747	1,784810	2,392823	-9,518092
1570546494752	1,745584	2,353596	-9,518092
1570546494757	1,745584	2,275143	-9,556944
1570546494762	1,667130	2,275143	-9,479248
1570546494767	1,627904	2,392823	-9,518092
1570546494772	1,667130	2,353596	-9,479248
1570546494777	1,627904	2,275143	-9,479248
1570546494782	1,667130	2,392823	-9,556944
1570546494787	1,627904	2,392823	-9,479248
1570546494791	1,667130	2,353596	-9,556944
1570546494796	1,667130	2,432049	-9,556944
1570546494801	1,667130	2,471276	-9,518092
1570546494806	1,706357	2,471276	-9,556944
1570546494811	1,706357	2,471276	-9,479248
1570546494816	1,627904	2,510502	-9,479248
1570546494821	1,706357	2,549729	-9,518092
1570546494826	1,667130	2,471276	-9,556944
1570546494831	1,588677	2,471276	-9,479248
1570546494836	1,667130	2,432049	-9,518092
1570546494841	1,667130	2,432049	-9,479248
1570546494846	1,667130	2,392823	-9,440394
1570546494851	1,784810	2,314369	-9,440394
1570546494856	1,745584	2,353596	-9,440394
1570546494861	1,784810	2,353596	-9,518092
1570546494866	1,706357	2,392823	-9,518092
1570546494871	1,745584	2,314369	-9,479248
1570546494876	1,627904	2,275143	-9,479248
1570546494881	1,627904	2,353596	-9,440394
1570546494886	1,706357	2,353596	-9,518092
1570546494891	1,627904	2,432049	-9,518092
1570546494896	1,667130	2,432049	-9,595808
1570546494901	1,667130	2,392823	-9,518092
1570546494906	1,745584	2,392823	-9,323854
1570546494911	1,706357	2,510502	-9,401551
1570546494916	1,745584	2,549729	-9,440394
1570546494921	1,706357	2,510502	-9,556944
1570546494925	1,745584	2,471276	-9,479248
1570546494930	1,706357	2,471276	-9,440394
1570546494935	1,706357	2,392823	-9,479248
1570546494940	1,667130	2,432049	-9,518092
1570546494945	1,667130	2,392823	-9,556944
1570546494950	1,588677	2,432049	-9,518092
1570546494955	1,588677	2,353596	-9,518092
1570546494960	1,588677	2,314369	-9,556944
1570546494965	1,627904	2,392823	-9,440394
1570546494970	1,627904	2,471276	-9,595808
1570546494975	1,745584	2,588956	-9,556944
1570546494980	1,706357	2,471276	-9,440394
1570546494985	1,745584	2,471276	-9,556944
1570546494990	1,745584	2,471276	-9,401551
1570546494995	1,745584	2,432049	-9,401551
1570546495000	1,824037	2,432049	-9,362699
1570546495005	1,784810	2,432049	-9,401551
1570546495010	1,706357	2,392823	-9,440394
1570546495015	1,706357	2,392823	-9,518092
1570546495020	1,706357	2,471276	-9,479248
1570546495025	1,667130	2,432049	-9,440394
1570546495030	1,627904	2,353596	-9,440394
1570546495035	1,627904	2,392823	-9,440394
1570546495040	1,745584	2,314369	-9,556944
1570546495045	1,745584	2,314369	-9,479248
1570546495050	1,627904	2,941995	-9,479248
1570546495055	1,667130	2,510502	-9,323854
1570546495059	1,745584	2,432049	-9,246159
1570546495064	1,667130	2,353596	-9,285002
1570546495069	1,667130	2,392823	-9,285002
1570546495074	1,588677	2,432049	-9,362699
1570546495079	1,627904	2,392823	-9,401551
1570546495084	1,745584	2,392823	-9,440394
1570546495089	1,667130	2,471276	-9,595808
1570546495094	1,667130	2,510502	-9,440394
1570546495099	1,745584	2,549729	-9,518092
1570546495104	1,745584	2,432049	-9,518092
1570546495109	1,588677	2,392823	-9,518092
1570546495114	1,588677	2,353596	-9,634650
1570546495119	1,667130	2,353596	-9,440394
1570546495124	1,706357	2,314369	-9,401551
1570546495129	1,627904	2,432049	-9,479248
1570546495134	1,549451	2,392823	-9,440394
1570546495139	1,549451	2,314369	-9,479248
1570546495144	1,706357	2,314369	-9,440394
1570546495149	1,627904	2,314369	-9,479248
1570546495154	1,706357	2,353596	-9,479248
1570546495159	1,667130	2,314369	-9,362699
1570546495164	1,745584	2,392823	-9,479248
1570546495169	1,706357	2,432049	-9,518092
1570546495174	1,627904	2,432049	-9,518092
1570546495179	1,745584	2,392823	-9,401551
1570546495184	1,627904	2,353596	-9,518092
1570546495189	1,627904	2,353596	-9,440394
1570546495193	1,745584	2,353596	-9,479248
1570546495198	1,627904	2,392823	-9,440394
1570546495203	1,706357	2,471276	-9,556944
1570546495208	1,667130	2,471276	-9,556944
1570546495213	1,745584	2,392823	-9,518092
1570546495218	1,627904	2,392823	-9,440394
1570546495223	1,627904	2,392823	-9,440394
1570546495228	1,667130	2,353596	-9,440394
1570546495233	1,784810	2,275143	-9,440394
1570546495238	1,706357	2,314369	-9,440394
1570546495243	1,667130	2,432049	-9,362699
1570546495248	1,627904	2,392823	-9,440394
1570546495253	1,706357	2,432049	-9,401551
1570546495258	1,784810	2,432049	-9,440394
1570546495263	1,667130	2,353596	-9,401551
1570546495268	1,627904	2,353596	-9,362699
1570546495273	1,588677	2,392823	-9,401551
1570546495278	1,627904	2,353596	-9,479248
1570546495283	1,588677	2,275143	-9,479248
1570546495288	1,627904	2,275143	-9,479248
1570546495293	1,588677	2,275143	-9,518092
1570546495298	1,706357	2,353596	-9,595808
1570546495303	1,706357	2,432049	-9,556944
1570546495308	1,745584	2,314369	-9,518092
1570546495313	1,706357	2,392823	-9,556944
1570546495318	1,824037	2,392823	-9,556944
1570546495323	1,824037	2,275143	-9,556944
1570546495327	1,784810	2,353596	-9,634650
1570546495332	1,784810	2,314369	-9,479248
1570546495337	1,745584	2,392823	-9,479248
1570546495342	1,667130	2,353596	-9,440394
1570546495347	1,745584	2,275143	-9,479248
1570546495352	1,706357	2,392823	-9,479248
1570546495357	1,706357	2,471276	-9,479248
1570546495362	1,745584	2,432049	-9,362699
1570546495367	1,706357	2,432049	-9,362699
1570546495372	1,784810	2,471276	-9,479248
1570546495377	1,784810	2,392823	-9,362699
1570546495382	1,745584	2,510502	-9,479248
1570546495387	1,627904	2,353596	-9,518092
1570546495392	1,667130	2,235916	-9,479248
1570546495397	1,706357	2,353596	-9,401551
1570546495402	1,784810	2,392823	-9,362699
1570546495407	1,706357	2,392823	-9,362699
1570546495412	1,706357	2,392823	-9,440394
1570546495417	1,745584	2,549729	-9,518092
1570546495422	1,745584	2,392823	-9,518092
1570546495427	1,667130	2,471276	-9,595808
1570546495432	1,745584	2,471276	-9,518092
1570546495437	1,706357	2,549729	-9,518092
1570546495442	1,627904	2,510502	-9,556944
1570546495447	1,549451	2,471276	-9,479248
1570546495452	1,588677	2,471276	-9,479248
1570546495457	1,588677	2,314369	-9,479248
1570546495462	1,588677	2,196690	-9,440394
1570546495466	1,588677	2,275143	-9,401551
1570546495471	1,706357	2,275143	-9,479248
1570546495476	1,706357	2,235916	-9,401551
1570546495481	1,784810	2,353596	-9,440394
1570546495486	1,784810	2,392823	-9,479248
1570546495491	1,745584	2,392823	-9,440394
1570546495496	1,706357	2,392823	-9,518092
1570546495501	1,745584	2,432049	-9,479248
1570546495506	1,627904	2,432049	-9,479248
1570546495511	1,706357	2,432049	-9,401551
1570546495516	1,745584	2,432049	-9,401551
1570546495521	1,706357	2,392823	-9,440394
1570546495526	1,745584	2,392823	-9,401551
1570546495531	1,627904	2,471276	-9,518092
1570546495536	1,706357	2,471276	-9,556944
1570546495541	1,588677	2,510502	-9,518092
1570546495546	1,706357	2,432049	-9,440394
1570546495551	1,627904	2,432049	-9,401551
1570546495556	1,667130	2,392823	-9,440394
1570546495561	1,627904	2,392823	-9,401551
1570546495566	1,706357	2,353596	-9,440394
1570546495571	1,784810	2,353596	-9,479248
1570546495576	1,667130	2,314369	-9,362699
1570546495581	1,588677	2,353596	-9,401551
1570546495586	1,627904	2,275143	-9,479248
1570546495591	1,745584	2,314369	-9,401551
1570546495596	1,745584	2,353596	-9,401551
1570546495600	1,627904	2,314369	-9,556944
1570546495605	1,549451	2,353596	-9,556944
1570546495610	1,627904	2,353596	-9,518092
1570546495615	1,706357	2,392823	-9,518092
1570546495620	1,667130	2,392823	-9,479248
1570546495625	1,627904	2,314369	-9,440394
1570546495630	1,784810	2,353596	-9,440394
1570546495635	1,667130	2,432049	-9,518092
1570546495640	1,706357	2,432049	-9,479248
1570546495645	1,706357	2,471276	-9,556944
1570546495650	1,784810	2,432049	-9,556944
1570546495655	1,706357	2,392823	-9,556944
1570546495660	1,784810	2,432049	-9,479248
1570546495665	1,784810	2,353596	-9,479248
1570546495670	1,667130	2,275143	-9,440394
1570546495675	1,667130	2,353596	-9,556944
1570546495680	1,667130	2,353596	-9,556944
1570546495685	1,667130	2,275143	-9,595808
1570546495690	1,627904	2,353596	-9,556944
1570546495695	1,667130	2,314369	-9,518092
1570546495700	1,627904	2,392823	-9,479248
1570546495705	1,588677	2,392823	-9,518092
1570546495710	1,549451	2,353596	-9,479248
1570546495715	1,667130	2,392823	-9,479248
1570546495720	1,549451	2,432049	-9,401551
1570546495725	1,588677	2,432049	-9,518092
1570546495730	1,510224	2,314369	-9,518092
1570546495734	1,588677	2,353596	-9,518092
1570546495739	1,706357	2,432049	-9,479248
1570546495744	1,627904	2,471276	-9,401551
1570546495749	1,745584	2,392823	-9,479248
1570546495754	1,706357	2,471276	-9,401551
1570546495759	1,706357	2,510502	-9,323854
1570546495764	1,706357	2,432049	-9,362699
1570546495769	1,745584	2,353596	-9,323854
1570546495774	1,588677	2,471276	-9,479248
1570546495779	1,549451	2,392823	-9,401551
1570546495784	1,627904	2,471276	-9,479248
1570546495789	1,667130	2,432049	-9,518092
1570546495794	1,706357	2,432049	-9,401551
1570546495799	1,667130	2,392823	-9,362699
1570546495804	1,745584	2,392823	-9,401551
1570546495809	1,627904	2,510502	-9,440394
1570546495814	1,588677	2,471276	-9,285002
1570546495819	1,627904	2,432049	-9,362699
1570546495824	1,627904	2,392823	-9,479248
1570546495829	1,667130	2,392823	-9,440394
1570546495834	1,588677	2,314369	-9,518092
1570546495839	1,667130	2,392823	-9,518092
1570546495844	1,627904	2,432049	-9,518092
1570546495849	1,667130	2,353596	-9,556944
1570546495854	1,706357	2,314369	-9,440394
1570546495859	1,627904	2,314369	-9,479248
1570546495864	1,627904	2,392823	-9,440394
1570546495868	1,667130	2,353596	-9,440394
1570546495873	1,667130	2,432049	-9,479248
1570546495878	1,667130	2,392823	-9,362699
1570546495883	1,706357	2,392823	-9,440394
1570546495888	1,627904	2,392823	-9,556944
1570546495893	1,745584	2,353596	-9,440394
1570546495898	1,706357	2,392823	-9,518092
1570546495903	1,706357	2,392823	-9,518092
1570546495908	1,627904	2,353596	-9,518092
1570546495913	1,627904	2,392823	-9,440394
1570546495918	1,549451	2,353596	-9,518092
1570546495923	1,588677	2,353596	-9,479248
1570546495928	1,627904	2,392823	-9,595808
1570546495933	1,667130	2,432049	-9,440394
1570546495938	1,667130	2,353596	-9,595808
1570546495943	1,627904	2,392823	-9,595808
1570546495948	1,667130	2,275143	-9,634650
1570546495953	1,667130	2,275143	-9,556944
1570546495958	1,627904	2,392823	-9,673504
1570546495963	1,588677	2,432049	-9,518092
1570546495968	1,588677	2,432049	-9,518092
1570546495973	1,706357	2,392823	-9,556944
1570546495978	1,706357	2,471276	-9,556944
1570546495983	1,706357	2,392823	-9,479248
1570546495988	1,706357	2,432049	-9,401551
1570546495993	1,706357	2,392823	-9,440394
1570546495998	1,667130	2,314369	-9,595808
1570546496002	1,627904	2,392823	-9,595808
1570546496007	1,627904	2,471276	-9,712348
1570546496012	1,627904	2,549729	-9,595808
1570546496017	1,627904	2,471276	-9,556944
1570546496022	1,667130	2,471276	-9,556944
1570546496027	1,510224	2,432049	-9,556944
1570546496032	1,510224	2,353596	-9,518092
1570546496037	1,510224	2,392823	-9,479248
1570546496042	1,549451	2,432049	-9,556944
1570546496047	1,667130	2,392823	-9,595808
1570546496052	1,627904	2,510502	-9,518092
1570546496057	1,627904	2,471276	-9,595808
1570546496062	1,706357	2,392823	-9,595808
1570546496067	1,706357	2,510502	-9,634650
1570546496072	1,745584	2,471276	-9,479248
1570546496077	1,588677	2,392823	-9,479248
1570546496082	1,510224	2,471276	-9,518092
1570546496087	1,470998	2,392823	-9,440394
1570546496092	1,588677	2,471276	-9,518092
1570546496097	1,627904	2,353596	-9,518092
